reviewText,summary,unixReviewTime,reviewTime
Lots of twist and turns in this story. It keeps you watching and keeps you waiting for the next turn in the plot,It Keeps you watching,1398470400,"04 26, 2014"
"I've really enjoyed this series and especially this season, seeing the characters develop. I was only so so about the Inspector Morse series that preceded it.  Morse was just a little too much of a curmudgeon for me to warm to.  I suppose he was engaging, in his own way, but that series lacked the depth of the Inspector Lewis series that followed.&#34;Inspector Lewis&#34; carries on with the best elements of Inspector Morse stories, and Lawrence Fox's character brings a sweeter wit that takes the edge off many features he shares with the Inspector Morse character.  Fox's character's additional introspection is especially brilliant.The stories sometimes edged into such lurid areas, I was repulsed.  But, of course, crime should be repulsive.  That's where crime related TV shows have to walk a fine line between entertainment and integrity.Some episodes in this series (not just Season 2) were better than others.  However, the way the story concluded in 2013.. that was tremendous.  I was astonished when I read that a 2014 series was planned. I'm eager to see how they'll bring the cast back together, and if the show will continue its tradition of rich, challenging mysteries investigated by a bright, interesting team.Inspector Morse (with Lewis as his jazzistant) was endearing.Inspector Lewis (with Hathaway as his jazzistant) is charming and far more engaging on many levels.  The writing, visual structure, and acting make this an exceptionally good series.","Contrasts, wit, and settings make this series shine",1389398400,"01 11, 2014"
You need to use the type of CGG that &#34;Archer&#34; uses rather than this stiff cartoonish animation. I could not watch past the first 5 minutes.The story is just too ho hum. I would never even stream the thing let alone go to a theatre to view. Sorry. Try again.,Poor graphics and just not engaging...,1395100800,"03 18, 2014"
This pilot was so boring that I only watched about 10 minutes of it.  The whole &#34;fish out of water&#34; storyline has been done better with better actors then these.,"Another ""fish out of water"" TV show",1392163200,"02 12, 2014"
I would not pay to watch this show it reruns constantly on regulartv. most of these guys don't know what they are doing. they are diggingup gravel and dirt thinking are are going to be millionaires. the mostexciting thing is figuring what the next crisis is going to be andwhich piece of makeshift equipment is going to break next.,this is a farce,1364428800,"03 28, 2013"
"I really began watching Apt. 143 with some trepidation since I've seen some pretty bad POV found footage movies. The &#34;Bake street haunting&#34;, rushes to mind!  This was very different.  We don't have to wait patiently for 90% of the movie before the actions starts, it begins almost straightaway.  The acting is really above par for this sort of movie, although I'm not sure there was enough sympathy for any of the 'haunted' characters, but we're more involved with the paranormal investigators; at least it seemed to me we knew them better and had more insight into them as people than the films victims.  I viewed the father as weak, but then had a change of heart, he was just worn down, tired of dealing with so much drama and tragedy.  Even the strongest can have weak moments.  The children you will decide for yourself, I found the small boy cute and the teenager needing some 'old school' therapy.I loved the 'set', the apartment itself, very cool.  I found myself redecorating, painting and washing windows to the outside and the great french doors.  It was very turn of the century which for some will be creepy, the long, solitary hallway with rooms feeding off of it, the tall ceiling, arched in a few rooms gave great depth and atmosphere.  Everything was just a bit dingy, the wallpaper dated and dirty and the badly 'updated' lighting harsh, so all in all it put you on edge.  I would give the creep factor of this movie a solid 8, and overall scariness an honest 8 1 2.  It isn't bloody, no nudity or sex, some f bombs towards the end, and good honest performances with a satisfying ending mean you could do much worse than watch Apt. 143.  Really, I think it's worth a watch, I'll probably watch it again to make sure I didn't miss anything!  Of course, always offered IMHO.",This was a pleasant surprise.,1397692800,"04 17, 2014"
"Still love the game, but not loving this season.  There are usually a couple of people that you really like & root for.Not really this season.  Will continue to watch but we're not loving it!",Not our faorite season on Survivor!,1397260800,"04 12, 2014"
This season has a lost a lot of the charm and characters from the earlier seasons.  They just disappeared and we're not quite as fond of the new people and situations.,Limping along,1387238400,"12 17, 2013"
An interesting take on the &#34;Z&#34; genre we've been getting a lot of lately. A nice sense of confusion is established at the beginning and as the story unfolds we find people are not what they seem at all. Good acting overall and Sharlto Copley continues to create interesting characters in the few films I've seen him in so far,Not Bad,1389657600,"01 14, 2014"
"characters are not written very well. it can be boring at times. The 3 siblings are not likable, we don't care about them. We have more empathy with the father. I don't think the show is headed in the right direction, it needs to create more emotional appeal to the audience. I feel like it's a forced decision to make the father dress up like a woman",not very good,1391990400,"02 10, 2014"
Survivor. Jeff Probst is the best. Gabon was very good. Surprise winner. You'll love it. Africa at its best. Buy this.,I Love,1369353600,"05 24, 2013"
"This is a really good TV show and I highly recommend it. I had forgotten how the first season ended, so I streamed it to see the final two episodes of season one. I'm glad I did that because it help me to remember what ihappened in the end of season one",I give this a five-star rating. i watched the final two episodes from the first season,1396051200,"03 29, 2014"
"To tell the truth this movie was pretty predictable and none of the characters were really very likable. The effects (mainly creature) were pretty lame and to be hones I didn't really expect much better than that. The movie did have one good point I will admit. If you're a psych major or even just interested in psychology then this movie is worth a look. This movie is an interesting picture of human behavior in a survival situation and not for the best! Other than academic interest I can't really recommend this movie, there are others out there that are much better so save your money.",Steve's Review,1384819200,"11 19, 2013"
"Season 6 is a slap in the face for those who faithfully followed this series for 5 years.Something happens to screenwriters when they have to write those last 3 episodes    they stop being creative and want to simply take the money and run.  They write crap.This ending is even worse than The Sopranos ending    would you believe it?  They should be ashamed of themselves.I bought Season 6 used, at a great price, and I now would feel ripped off if they had given it to me for free.If you liked the previous 5 seasons, and the characters, do not    I repeat    do not watch season 6.  They are stealing money from you under false pretenses.",Terrible Ending,1260662400,"12 13, 2009"
"My problem is, I am too old to appreciate the raunchy side of her humor anymore.  My grandson laughed but he is in his late teens and not often exposed to this type of humor so the shock value was higher and the vulgarity funnier to him.  Thank you.",Good for teens w/out censoring,1389830400,"01 16, 2014"
"I found this show fascinating and compelling.An independently owned mine, is now on it's second team of miners after the first team walked off the job, due to paranormal activity.The owner has now brought in two paranormal investigators to either ""debunk"" or explain the activity, or record phenomena.I was surprised at how much they were able to catch. Some very compelling evidence was captured.Had to keep watching each episode, just had to know how it all played out. The final episode left it open for the mine to be reopened and worked the next spring   but did it. I'm waiting to find out if they made a second season, which I will be watching.",Unusual Show,1370736000,"06 9, 2013"
"Even though I know that military families move regularly and often, I still find the changes in cast a problem.  The dramatic spark at the beginning of the season is not well handled.  I wonder how long it will last now?",I want my people back,1365033600,"04 4, 2013"
"After not watching a rotation of Survivor since the All Stars edition of 2004, I had some free time on my hands this fall and decided to jump back in.  After the initial excitement of watching the show again faded, I was quickly reminded of why I dropped out in the first place...until the final few episodes, when the drama kicks up to cljazzic levels.The &#34;gimmick&#34; of this season revolves around loved ones.  One returning player this time brings along a loved one to play with against depending on the tribal alignments.  Redemption Island is also brought back for this season, as is the hidden immunity idol.The trouble overall with this season is that its first half is quite bad.  It is all tears and whining.  The loved ones angle is (IMHO) a step back for this series, as it just leads to more contrived drama (something this show now produces enough of on its own).  I felt as if the &#34;what will my loved one think&#34; angle was beat over our heads time and time again.I also didn't like Redemption Island (this was the first season I've watched that featured its &#34;second chance&#34;).  The concept is novel, to be sure, but I liked the sheer drama of &#34;the tribe has spoken&#34; at each tribal council, with the voted out party not being able to return.I really began enjoying this 27th season in the final four or so episodes, when all the chaff was cut away and it turned into the Survivor I remembered from years ago.  Thus, it turned into at least an &#34;okay&#34; season.  2.5 stars would have been my exact rating, but I'll bump it up to a three due to the final few hours of drama.Basically, I felt that there was just too doggone much going on in &#34;Blood vs Water&#34; and all the craziness overshadowed a show that even to this day can produce some real drama.  I hope that cycle #28 goes back to all (or mostly) new competitors and favors a more traditional show structure.  Go away from Redemption Island in favor of more inventive reward challenges, and just lighten things up again.  Survivor is always best when focusing on the human drama.  Why rely on gimmicks to overshadow it?",Only Really Gets Good In The Last Few Episodes,1387152000,"12 16, 2013"
"Don't be fooled by any good reviews....This is definitely the WORST piece of garbage I have ever seen...No explanation, no closure...Just one of those endings that not only gives ZERO explanation of WTF just happened!!!...Not even slight innuendo, I am truly shocked at just how bad this was",WORST MOVIE EVER!!!,1364601600,"03 30, 2013"
I really like what Rick and his crew can do. It was good to reacquaint myself with the early episodes.,Great show,1377820800,"08 30, 2013"
"This is a chilling premise that was discussed as a possibility during the cold war years. It is presented in a very realistic way for those of us who are not govt. intelligence saavy. It is a well acted well developed series worth the time. We are &#34;binge watching&#34; it from the beginning, and it keeping us interested and ready to see the next episode to see where it goes.","So far so good, we just began to watch it a short time ago",1392940800,"02 21, 2014"
"There's isn't much to say about ths film except it's pretty forgettable in most every way. It has it's moments but can't maintain the feeling of dread you might hope to find here, this is not movie making at it's best. Is it terrible? no it isn't terrible. The actors walk through their roles and say their lines. The fading fad of &#34;shakey camera&#34; camera work   first put to use in the sleeper runaway hit The Blair Witch Project becomes tiresome here. If you get the chance to see it on cable or stream it for free I would say give it a shot   you may like it.That said, if you pay to see it chances are if you're both a horror buff and film fanatic you'll wish you had that hour and a half back as well as your money.",Predicatable Quasi Documentary,1355875200,"12 19, 2012"
"Don't get me wrong, I love watching Jack Bauer do his thing, but The Americans is extremely intriguing and can't wait to see Season 3 become available online   I'm a Trucker so I don't have the luxury of watching the shows when they air, but love watching them when they do become available on the road.  Great show   highly recommend to all",BETTER THAN 24!!!,1402012800,"06 6, 2014"
I found this show a little annoying with the cursing. It might be ok but I didn't feel like watching the rest of the pilot because of the language used. It was a little over used. I don't mind a few curse words but for they used it too much.,Dark Minions,1367625600,"05 4, 2013"
"What was up with this season? They totally changed the hard work put into season 8 and changed everything! The whole Andy as the manager got threw out the window for some reason and he was gone for half the season. Then, his relationship with Erin got messed up in the process. Their characters were made for each other for like 3 seasons. They liked each other at different times secretly, and when they finally got together in Season 8, that was amazing! Now, in Season 9, they just threw away 3 seasons of hard work into the trash. WTF?Pam and Jim was pretty much a boring topic storyline in season 8, so there wasn't that much to talk about, but in season 9 they were constantly being shown. I didn't really care for their story as Jim and Pam had problems with their relationship and work. In this season, I would say 75% of it was about these two characters, trying to figuring about themselves so this is your A story right here.Now, your B story would be about everything else. Dwright is always in every show and I think it is because Andy was missing for half the season. Dwright is looking to become a family man and I thought this was the most interesting story that I liked this season. He wants to be with Angela, but she is in the pretend marriage with the senator. This goes on for a long time, until Dwright gets a new girlfriend and possible wife material. Then, at the end, he finally has to choose between his girlfriend or Angela. I would had chosen the new girl, because Angela is such a Bitch. But, okay, I could see why Dwright chose Angela.I didn't like Erin as much as I did in other seasons. Manly because her character got changed so much and Andy wasn't there and some other younger guy liked her. Those two as a couple just doesn't make any sense to me. Erin is a somewhat older than this young guy and she is at that stage were she going to get married soon. (I thought Andy was going to marry her.) The young guy is at that stage were she having fun and meeting a lot of girls still. Well, anyways, everything fall apart after one episode were Andy figures out a plan and to try to break make them feel bad about them being together, and after that they weren't really ever mention as a couple ever again. So, that story arc just closed off.I didn't really like the last episode. It wasn't as good because they needed to make Michael Scott do more than have him there and not say or do anything. All he did was smile like a crazy person and didn't say anything and it looked really weird. They should of had him do something funny, while he was there.I wouldn't recommend this season to anyone that actually liked season 8. If you are interested, you pretty much need to watch the last few shows and that's it. The whole season isn't worth it until then.","I can't believe it, but I actually liked season 8 better!",1387324800,"12 18, 2013"
"My title says it all.  Perhaps I just didn't have the patience to get further into the story but, after the heroine (wife of the main Viking prince) dispatches two rape intent clods so neatly, I knew I was in no mood for fantasy.  Maybe episode two would have been better but I didn't care enough to sample it.",Boring melodrama with blood,1389052800,"01 7, 2014"
"I'm glad I watched this for free on Prime   it was well acted all around, but boy what a messed up bunch of characters!  Not that every movie has to be uplifting   but this one wasn't even thinking about it!  NOT for kids, either, parents FYI. For more reasons that just sexual content.",Pretty miserable story with Sissy Spacek as a bright spot,1378166400,"09 3, 2013"
"This movie has a funny cast, but it is anything but funny.  No wonder this movie didn't make any money at the theater.",Funny cast.  That's it.,1388966400,"01 6, 2014"
"The Magic of Belle Isle is one of those quiet movies that sneaks up on the viewer and captures one's attention, not letting go till the final credits roll. I only watched this yesterday, though I can't fathom why I let so much time lapse after its release before watching this stellar production. I absolutely love this film   it is beautiful, has an excellent cast, and touched my heart and soul.Morgan Freeman, one of my all time favorite actors, plays author Monte Wildhorn, a widower who has seen better days. Grieving the death of his beloved wife, Monte has not written in a while, and drowns his sorrow in drink. He rents a lakeside cabin for the summer in the lovely picture postcard town of Belle Isle, where his sole purpose is to wallow in self pity. Even his nephew, Henry (SNL constant, Kenan Thomson) can't seem to lift Monte out of the doldrums, and leaves him to his wallowing.Monte soon learns that he may want to shut out life, but life has other plans, in the form of next door neighbors comprising a single mom, Charlotte O'Neill (Virginia Madsen) and her three daughters, teenager Willow (Madeline Carroll), nine year old Finnegan (Emma Fuhrmann), and Flora (Nicolette Pierini). Charlotte is facing some challenges given her newly divorced status   her ex husband is never seen but viewers get the sense he is not a loving or engaged dad and teenager Willow rebels, acting like a brat and being mean to her mom and siblings.Despite himself, Monte is drawn to the O'Neill family   Finn pushes her way into his life after discovering Monte is famous for his Western novels, and pays him to teach her how to be creative. Charlotte senses Monte's underlying loneliness and invites him to dinner where Monte discovers Charlotte's talent for playing the piano. Gradually, these individuals form an informal family of sorts and Monte learns that life is certainly meant to be lived with purpose.This is a 'quiet' film   it moves at a leisurely pace but never feels like its plodding or meandering, there is a sense of purpose to every scene, even when secondary characters fill the screen, like the young mentally  challenged boy who befriends Monte and whom Monte takes under his wing, taking him on his weekly jaunts to the local grocery store, and being a real friend to someone who is so easily deemed invisible by many others in society .Both Morgan Freeman and Virginia Madsen are perfectly cast in their roles. They share a credible, heartwarming chemistry that is just warm and beautiful. The actress playing the role of Finn shows promise and delivers a spirited performance.There is a hint of romance here, but it is so subtly portrayed it never comes across as contrived, but as credible and oh so sweet. It is as much a tale of finding one's self as it is a story of two kindred souls, and I for one will be placing this on my ""worth repeat viewings"" list.",Lyrical and beautiful family drama,1352419200,"11 9, 2012"
"Engrossing and spectacularly produced, to be enjoyed as entertainment, not history, as it contains many errors of fact. For instance, the writers throw in a couple of completely fabricated homosexual affairs, seemingly just for the hell of it. And a fabricated murder of a royal, married to the (historically) wrong princess. And some of the timelines are messed up. And the series starts with the murder of someone who wasn't murdered. And completely wrong on a suicide and someone going crazy.But, due to its contemporary feel, it succeeds in getting the viewer interested in this period of history, if nothing more than to check up on its accuracy.","Fun, but not to be mistaken for actual history",1252454400,"09 9, 2009"
"Basically, an android figuring out her place in the world, and if she can have emotions. In the end, she becomes quite possessive of her human male friend.Strictly low budget. The special effects are not that great, but then, not many are needed. For the most part, this is an android story that's been told before (think Galaxina, all the way up the new Galactica Cylons). The acting is not that bad, only a couple of sets are even needed (a lot of the film takes place outside on an alien world).The female android is attractive in a simple way, wearing a bland black jumpsuit. Maybe by altering her outfit, the producer could have made the movie a bit more spicy. LOLAnyway, this film might be worth watching once, but that's about it.",A simple but effective story.,1331942400,"03 17, 2012"
This is an ok series but it is missing something. It definitely does not have the same feel as the movie as far as story and direction. I think if it does not change I am afraid it will not make it past this season.,It is ok but needs something,1382054400,"10 18, 2013"
"I really wanted to like this but even with John Goodman and Bill Murray you ruined it. There was no balance and it was so slanted and bigoted against anyone with conservative or a republican viewpoint that I couldn't finish watching it.  The writing is indicative of a person who has a personal hatred of anyone on the right. If the underlying story had told the truth and there had been anything truly funny, it could have been good.",so disappointing,1366502400,"04 21, 2013"
"I did not care for it at all, very boring and depressing, was greatly dissapointed, but to be fare it is not my Genere of tv",No Intrest,1358726400,"01 21, 2013"
The first 2 seasons were interesting but then it is like they just had a show to put on and wanted to use the same characters somewhere. Even the actors seemed to have lost interest.,lost interest,1392595200,"02 17, 2014"
"I never liked this show , it was repulsive and tried to make likable characters out of drug dealers and killers . This was more like the modern day Roman Gladiator games than a tv show .",What was the appeal,1396915200,"04 8, 2014"
"If anyone needs a reminder as to how many British colonials felt about the people and customs of the countries they occupied during their Empire years, then this will serve as a refresher. It's sad to know that apartheid was alive and well and that lives of country people had very little value other than to serve the 'obviously' superior occupiers. Despite that, this wonderful mini series brings humanity, hope and real ethics and values into play via Trevor Eve. We like to think there were those like him who really did struggle for the dignity of all. Very well written and performed. You will enjoy it completely.",Yet another Masterpiece bit of exquisite pleasure.,1386892800,"12 13, 2013"
I am a big fan of Amanda Seyfried. This is the main reason I watched the movie. It is a well made film. It was sad and depressing to see a woman treated this way.,This is a sad movie,1380499200,"09 30, 2013"
"This season was just OK for me, Hank's brother, Evan, is a Royal Pain!! There is a big plot arc in this season involving him and a neighbor trying to destroy their company and yawn. Same old, same old. Over all the season was OK but is missing a lot of the first two seasons ....Hank! He makes this show and the more Evan is silent the better the show is.",Season 5 a Royal Pain,1399680000,"05 10, 2014"
A truly bad movie in the finest tradition of MST 3K.  My only disappointment was that Mike & Co. didn't add more comments during the movie,MST 3K does it again,1362787200,"03 9, 2013"
"This outta be the typical review the lovers of this show are probably used to by now... surely enough, I love the movie, SG 1 & Atlantis... but cannot stand this one.Why? Well, I can't put enough emphasis on the word BORING. It sums up most of the shows. The first episode looked promising. The SGC had discovered that dialing a 9th symbol on the Stargate could possibly take them somewhere even further than the Pegasus galaxy. There is a very large team from Earth on another planet at the far reaches of two galaxies, attempting to discover what dialing the 9th symbol leads to? Out of nowhere the planet they are on comes under attack all of a sudden by aliens, and whomever was not beamed up by Scotty had to make a run for it through the gate to the mystery of where the 9th symbol leads to.Upon escaping through the gate, they find themselves on an unmanned alien space ship that is losing power and falling apart. From then on the first couple of episodes are up and down, sometimes they have interesting things going on, but for the most part it is a lot of boring dialog between characters I, and I know many other viewers too, just could not find likable.There is a stubborn scientist, a dork who beat a computer game and was asked to join the group to lend his expertise in being attempt at a non military or scientific perspective, a young girl who is irritating, boring, not in anyway any sort of eye candy, and certainly not a strong female role model like SG1 and Atlantis provided plenty of. The only thing noteworthy of her is her father eats peaces of BLEEP for breakfast. Being that she looks 16, no normal hot blooded male over 18 is going to be watching her for other reasons than acting either... so it's a losing situation either way. Not to mention, she seems to be a BLEEP (rhymes with bore) and the crush the dork has on her is more annoying than anything, because I just don't care if they end up together or not when he's focusing on her during every waking moment he's not being told to hack into the alien ships computer and do something life saving... like unblocking the toilets.Many other characters are just as bad. In fact, no one is good at all. A blonde bimbo always doubting her medical abilities, Chun Li still trying to keep everything political by worrying about paper work rather than except the fact she is a million miles away from home and may never return, the colonel who is always being praised for how good he is supposed to be by his men, who always seem to be on the edge of insanity or blubbering like babies, which the colonel does himself when he's not saying pointless dialog or switching bodies with Richie Valan's and porking his missus. We had such great colonels in SG1 and Atlantis, O'Neil, Carter, Sheppard etc... and now we get a guy who looks as threatening as Carrot Top flicking cotton balls at you. I would even take the last two seasons of Stargate SG1's team over everyone in this show!The rest of the cast pretty much mostly seem to be day players extras and stand ins just to make it seem like there is plenty of more opportunities for more characters to come in later in the series, but i'm at the end of the first series now, and overall I think I have been entertained by about 15 minutes in total during the whole running of the season. So I just don't care if anyone new comes in for season 2. It blew it's chance by becoming a soap opera rather than everything we came to love about SG1 and Atlantis.I'm not sure it even comes down to bad writing, I think it's the boring cast and how the whole thing is being preformed. The biggest thing that's making it boring is the humor... or should I say, the lack of humor. This show has little to none at all. It's mostly dark hallways and pointless dialog about their personal issues with each other or whether Eli or Rush should be the ones fiddling with alien computer programs to try and activate this and that thing to re route power to shields, weapons or  a device that can give the annoying chick a new brain. (it happens, sigh). The rest is tedious dialogs of complaining, winging and arguments between them, taking most of the focus off of any sci fi elements... it clearly stands out this season did not have a big enough budget to design better sets, aliens, or interesting new technologies. There was something for everyone, old and young, sci fi fan or not in SG 1 and Atlantis, this SGU version, it's the worst idea for Days of Our Lives in Space that could have ever been conceived.Excitement is too far and in between. Even when guys like Richard Dean Anderson, Michael Shanks and Amanda Tapping make guest appearances, it just does not make the show better. Everything about it is wrong. It's not just the lack of humor, or adjusting to new cast members, it's the entire atmosphere of the show. With SG 1 and Atlantis, you never knew what was going to happen in the next episode... but watching SG U, you know what's going to keep happening, and the new things that do happen, all I can say is zzzzzzzzzzzzzz... it was like reliving the end days of WCW Nitro. Repetitive, boring and no imagination. You know from the first few episodes it's always going to be Eluid hacking this, Rush's new theory on that, whats her name boring you to death with how pointless she is, moring interactions and dull emotions by the rest, and a sleazy scene thrown in now and then to try and attract 13 year olds whose mom's put net nanny on their computers.I really can't say it enough about how boring I found the majority of this show to be. Nothing at all worked. I still hold hopes that a Stargate finale movie or season will get financed to wrap everything in SG 1 and Atlantis up. The word about the script that was written to do so mentioned it tied together and wrapped up all 3 Stargate shows... quite frankly, if it does get made, I couldn't care less if SG U has anything to do with it, as it is the black sheep of the Stargate Universe, the actual universe, not the show with that name.And another thing... the music and soundtrack. The film, SG 1 and Atlantis had amazing scores, full orchestras that provided music that even if you didn't pay much attention to it, it never interfered with the scenes, it built up intensity, set the moods for action, or made you feel emotional when it needed to be... yet this SG U show seems to have none of that. Not even a decent title sequence theme. It copies the dumb formula from Grey's Anatomy and inserts some stupid, depressing song, and plays it in it's entirety... what where they thinking when they through that would be a good idea? And the so called ""creative"" and edgy soundtrack turned out to be nothing more than irritating noises. One particular episodes music was actually giving me such a headache I ejected the DVD and threw it across the room, never wanting to hear ten minutes of what sounded like a spanner being smashed into a pipe every 7 seconds with a god awful dull slow humming noise... whoever recorded that should be expelled from ever creating music for TV Movies ever again.There is so much more I could point out on what I hated about this show, but if this information I've mentioned already doesn't convince you this show sucks, or you can understand why I'm far from being alone on hating this show, then nothing will.",SG-Boo  ( &#865; &#860;&#662; &#865;)&#65279;,1400198400,"05 16, 2014"
"Not quite sure if I am ready for another football series with a wife as the owner, a Quarterback no one else wants, a football team that is on the brink of disaster. I live football but not this much.The new owner, Natalie Zea seems to be the epitome of the cheerleader who married the GM, head full of not too much. She makes the towel boy the new GM and finds new 'costumes' for the boys on the team. The NFL makes fun if her, the Fox Network boys make fun of her, and she is out to prove them wrong. I can see this lasting a few episodes with ups and downs, but doubt it can carry a full year.Prisrob 02 08 14",I'm The Owner,1391904000,"02 9, 2014"
"It first looked interesting,then when I saw it well not what I thought it would be.It was A zombie Horror film at best,the cast did an excellent job.But the location could of been better,to me it look like parts of the USA.",Space age Zombie movie,1395360000,"03 21, 2014"
"Although ther were many good things about this movie, the story felt incomplete. No backstory to the main character, and the action was a little to subdued.",Although ther were many good things about this movie,1404691200,"07 7, 2014"
"First, the second takes of the principals exchanging incredulous glances becomes very old, very quickly. At times the possible danger of a situation seems exaggerated. Most episodes do not hold my attention of very long.",Tries too hard to be impactful,1383091200,"10 30, 2013"
"Laying the foundation for the story line took way to long, and I way to much screaming,  a few scary minutes near the end...",disappointing,1390867200,"01 28, 2014"
"Actually found this series to be more interesting than expected. Some of the cases were familiar. For this type series, it is well presented. Factual information and a conclusion . . . if you have an interest in the solving of murders, this might interest you.Not certain why this was recommended viewing for me . . . not a complete waste of time!","'Murder, she wrote!'",1386979200,"12 14, 2013"
"I guess having a father who's a tranny and older sister who did the 'lesbian thing' or a guy who's into old prostitutes is &#34;interesting&#34; to the bizarity that one finds on the west coast (SoCal specifically) but I found the characters dull in their &#34;thoughtfulness&#34;.  I guess mining the dark comedy of alcoholics, gambling addiction or drug users is blase and too ordinary for the writers of this show, and if I was concerned about being politically correct I'd probably be interested.  But its tedious and 'quirky' for the sake of being 'quirky', and to be honest I'm surprised it has as many 4 5 star ratings as it does.",Drama for west coasters?,1393459200,"02 27, 2014"
"And there's nothing wrong with that, since Jonestown is a singularly disturbing incident in human history and Ti West does horror.  But what exactly is Ti West trying to communicate or do in this movie by (very skillfully) re enacting the events of Jonestown, except take an already horrific event and exploit it to make a movie with barely any fictitious elements in it at all?In short, the move is thus: a brother is concerned about his sister who is drowning in a cult.  That cult is a dead ringer for Jim Jones' cult. If you've ever read anything about the Reverend Jim Jones, the fictitious town of ""Eden"" is precisely the same as the Peoples Temple.  He brings his two buddies and, incidentally, a camera.  This is a disturbing movie but I see very little point to it at all.The reason I give it three stars is for Gene Jones'! (""No Country For Old Men"") performance as the good Reverend, though he's called ""Father"".  It is almost perfect and the slime oozes off him.  Otherwise, I'm not sure why a great deal of money was gathered to make this movie. Lotsa documentaries and books have already been made about Jones and Jonestown which have the awful bane of reality on them.",I have a sneaking suspicion the whole film is a reenactment of Jonestown.,1403654400,"06 25, 2014"
excellent series and well written well acted and believable even though I would prefer English and not subtitles once I started watching I had to finish the entire series and would watch the next series if available,excellent series and well written well acted and believable/even though ...,1404691200,"07 7, 2014"
"Thoroughly enjoyed the 5th season as much as Seasons 1, 2, 3, and 4 but hated to know it all ends here.  Each episode is unique but frequently ties to events that occurred in past episodes.  The content is ever changing and keeps you on your toes.  You always look forward to the next episode and despite all dramatic events the series ends on a happy note.",Fringe: The Complete Fifth Season [HD],1389571200,"01 13, 2014"
Not as funny as the other seasons. Still funny and follows the theme but perhaps it's one too many seasons. I understand that it's difficult to write the shows. They did an excellent job overall.,Overkill,1383264000,"11 1, 2013"
"A game British cast and co writer of Sacha Baron Cohen movies in the director&#8217;s chair, led to this movie described as a &#8216;reverse rom com&#8217; by some.  It&#8217;s laudable to attempt a spin on the worn out premises rolled out time and time again in Hollywood rom coms, and the cast seem well suited to their roles.  We have the central couple who we see at the start embarking on their marriage, their bitter and unhappily married friends, a best friend   best man who reaches new heights of inappropriateness and lack of social graces, and an ex girlfriend of the groom.  As the movie rumbles on, with some blackly comic moments which may bring a guilty smile to your face, we are gradually introduced to the idea that this couples marriage is keeping them from the romances they really should be in.  As the conclusion becomes more inevitable, sadly, blackly inventive comedy becomes just irritatingly condescending and insulting. Counselling is portrayed as a ridiculous waste of time,  and the lies the couple tell each other are poked fun at.  Perhaps the worst indictment of a romantic comedy is that none of the leads are particularly likeable.  It&#8217;s really hard to care about whether they find their true love as depicted in the movie, and if anything we the audience have more investment in the marriage, flawed as it is, which leaves a sense of disappointment that they need to take the easy way out for the movie to reach its pat resolution.  And therein lies the insult.  The idea of a couple fighting to save their marriage is seen as futile, insulting all those who have succeeded in getting over their difficulties and finding happiness together, and the idea of a divorce is seen as a romantic light throwaway moment, insulting all those who have experienced directly or indirectly a divorce.  So yes, there are humourous moments, and Minnie Driver&#8217;s scabrous friend whose answers during charades give away everything but the answers is a highlight, but the humour always feels at a cost, and ultimately the movie does nothing to make you feel good and ultimately the laughs are hollow.Of course, there is always an audience for a movie.  For this movie, if you have a cynical streak about romance, believe that divorce is a worthy goal and that marriage is a singularly failed institution that kills true love, then this IS the movie for you.  Cljazzic British comedy..?  No, I reckon it&#8217;ll be forgotten.  In fact, I give it a year.",Bitter sweet - with the sweet missing.,1384646400,"11 17, 2013"
"I watched this movie and dang it, there was something that was ""off""  it appeared to me to be very light on science and such but very heavy on propaganda.  Certain regions of the world were entirely missing from the ""studies"" so how can that be definite proof?One has to wonder about cherry picking to achieve certain ""results"" is that science or ???? Oh yeah, if you actually read the end credits and then web search those names the majority have ties to the meat industry as currently operating in the USA.While I don't hate this movie, I do feel that it is misleading in several areas and that it actually does a disservice to those who are actively seeking accurate information.",Meat industry propaganda,1381968000,"10 17, 2013"
"Once in a while, I try out a new cable show.  I had read descriptions of it online, so I knew what to expect.  The show is predictable and a bit boring.  Chosen One stories are so overdone. It's possible that this show was created for the younger set. I'm of the age that I used to watch Star Trek on B&W TV when it first aired. I prefer movies shows like Stigmata, The Prophecy, earlier episodes of Supernatural, Thor (the first movie ONLY). I cancelled the season pjazz as soon as I saw the second episode.  Cable free for over a year; still a good decision.",Eh. Next.,1405123200,"07 12, 2014"
"I felt thoroughly ripped off with this film. It was infantile, stupid, tedious and embarrjazzing.The special effects were laughable.",Ridiculous,1396569600,"04 4, 2014"
The Chopped shows are interesting and much more enjoyable from Amazon since you do not have to watch the commercials.  I like seeing new and exotic foodstuff and watching how they prepare it.,chopped season 12,1387497600,"12 20, 2013"
I am not a sports fan but I enjoyed watching this pilot.  I would watch more like it.  It was good.,Liked it,1392249600,"02 13, 2014"
This show was ok it was not that original but it did have a good storyline. I'm not sure I would pay every time I want to see it. Its a little too stiff and its hard to tell who is really the tough guy and who isn't.,"Original yes, and no",1392681600,"02 18, 2014"
Good acting in that you despise Eric Bana. Lots of action. The story makes you wonder if the police can really be that stupid.,Evil,1372550400,"06 30, 2013"
